GeoID,CompanyID,State,City,PartyCount,TotalSalesValue,TotalPurchaseValue,TotalOutstanding,TopCustomers,TopItems,PeriodStart,PeriodEnd,CreatedAt,UpdatedAt
GEO-0239,COMP-0028,Karnataka,Mysore,1,0,1523800,42220,Neha Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0240,COMP-0028,Tamil Nadu,Chennai,1,0,0,29603,Neha Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0241,COMP-0028,Tamil Nadu,Coimbatore,3,2838800,420900,51926,Vikram Kumar Traders;Rajesh Sharma Distributors;Vikram Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0242,COMP-0029,Maharashtra,Mumbai,5,894700,723000,4908,Amit Patel Traders;Neha Singh Suppliers;Rajesh Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0243,COMP-0029,Maharashtra,Nagpur,2,1446500,102200,50921,Neha Singh Distributors;Rajesh Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0244,COMP-0029,Gujarat,Ahmedabad,1,0,0,37830,Priya Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0245,COMP-0029,Gujarat,Surat,1,13500,0,2794,Amit Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0246,COMP-0029,Delhi,Delhi,4,566500,1675500,8052,Amit Gupta Traders;Priya Gupta Suppliers;Vikram Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0247,COMP-0029,Karnataka,Bangalore,3,495000,449500,36817,Amit Patel Suppliers;Rajesh Singh Distributors;Priya Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0248,COMP-0029,Karnataka,Mysore,2,0,0,57778,Amit Kumar Traders;Priya Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0249,COMP-0029,Tamil Nadu,Chennai,1,0,1140900,38088,Rajesh Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0250,COMP-0029,Tamil Nadu,Coimbatore,2,0,10500,68295,Rajesh Gupta Traders;Neha Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0251,COMP-0030,Maharashtra,Mumbai,2,2328500,1287500,52429,Neha Sharma Distributors;Neha Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0252,COMP-0030,Maharashtra,Pune,1,70000,0,60801,Vikram Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0253,COMP-0030,Maharashtra,Nagpur,4,122300,0,78570,Amit Sharma Suppliers;Priya Singh Distributors;Rajesh Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0254,COMP-0030,Gujarat,Ahmedabad,3,1157200,635000,39362,Rajesh Patel Distributors;Neha Sharma Distributors;Priya Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0255,COMP-0030,Gujarat,Surat,1,924000,0,73587,Rajesh Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0256,COMP-0030,Delhi,Delhi,6,2036900,636400,49620,Rajesh Kumar Traders;Neha Gupta Suppliers;Priya Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0257,COMP-0030,Karnataka,Bangalore,1,52000,0,83306,Vikram Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0258,COMP-0030,Karnataka,Mysore,3,735600,554000,83381,Priya Kumar Traders;Vikram Sharma Traders;Neha Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0259,COMP-0030,Tamil Nadu,Chennai,1,0,0,76530,Neha Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0260,COMP-0031,Maharashtra,Pune,2,564500,338700,68003,Priya Sharma Distributors;Amit Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0261,COMP-0031,Gujarat,Ahmedabad,1,437200,0,77455,Priya Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0262,COMP-0031,Gujarat,Surat,3,2090500,0,35602,Priya Kumar Suppliers;Vikram Sharma Traders;Vikram Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0263,COMP-0031,Delhi,Delhi,4,2739700,3000,66684,Priya Patel Suppliers;Rajesh Gupta Distributors;Neha Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0264,COMP-0031,Karnataka,Bangalore,1,1695500,0,33072,Vikram Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0265,COMP-0031,Karnataka,Mysore,2,1329000,1172500,67733,Rajesh Kumar Suppliers;Neha Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0266,COMP-0031,Tamil Nadu,Chennai,4,2655700,1273700,9088,Amit Gupta Suppliers;Priya Singh Suppliers;Vikram Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0267,COMP-0032,Maharashtra,Mumbai,3,1074000,976900,61249,Vikram Singh Suppliers;Rajesh Kumar Distributors;Amit Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0268,COMP-0032,Maharashtra,Pune,2,2841800,2206900,1588,Vikram Sharma Traders;Neha Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0269,COMP-0032,Maharashtra,Nagpur,1,333000,0,85148,Amit Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0270,COMP-0032,Gujarat,Ahmedabad,3,235900,1582600,32303,Vikram Patel Traders;Vikram Patel Suppliers;Amit Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0271,COMP-0032,Gujarat,Surat,3,887000,1078000,53121,Vikram Kumar Suppliers;Neha Sharma Suppliers;Vikram Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0272,COMP-0032,Delhi,Delhi,4,1107400,2700,13962,Neha Singh Distributors;Vikram Sharma Distributors;Neha Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0273,COMP-0032,Karnataka,Bangalore,1,14000,0,3323,Rajesh Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0274,COMP-0032,Karnataka,Mysore,2,485900,0,7019,Rajesh Sharma Traders;Vikram Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0275,COMP-0032,Tamil Nadu,Chennai,1,782000,0,59768,Priya Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0276,COMP-0032,Tamil Nadu,Coimbatore,2,978000,0,61411,Priya Singh Suppliers;Vikram Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0277,COMP-0033,Maharashtra,Mumbai,1,415000,21000,514,Amit Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0278,COMP-0033,Maharashtra,Pune,1,15300,0,98761,Rajesh Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0279,COMP-0033,Maharashtra,Nagpur,1,0,0,9413,Rajesh Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0280,COMP-0033,Gujarat,Ahmedabad,2,649200,2700,58263,Amit Singh Traders;Neha Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0281,COMP-0033,Gujarat,Surat,1,133600,715000,63738,Neha Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0282,COMP-0033,Delhi,Delhi,2,2093900,370500,29087,Priya Sharma Suppliers;Neha Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0283,COMP-0033,Karnataka,Bangalore,3,2421700,0,85700,Rajesh Singh Suppliers;Vikram Patel Suppliers;Rajesh Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0284,COMP-0033,Karnataka,Mysore,1,990000,407500,62976,Rajesh Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0285,COMP-0033,Tamil Nadu,Chennai,2,455000,702300,41051,Amit Gupta Distributors;Vikram Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0286,COMP-0033,Tamil Nadu,Coimbatore,2,764500,1313500,75251,Priya Singh Suppliers;Rajesh Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0287,COMP-0034,Maharashtra,Mumbai,3,1003000,580500,40624,Priya Kumar Suppliers;Rajesh Kumar Suppliers;Vikram Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0288,COMP-0034,Maharashtra,Pune,2,2211000,340500,78055,Amit Gupta Suppliers;Priya Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0289,COMP-0034,Maharashtra,Nagpur,3,225500,590000,25856,Vikram Sharma Traders;Vikram Gupta Suppliers;Priya Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0290,COMP-0034,Gujarat,Ahmedabad,2,697700,0,26475,Rajesh Kumar Distributors;Amit Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0291,COMP-0034,Gujarat,Surat,1,244500,0,4846,Rajesh Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0292,COMP-0034,Delhi,Delhi,3,1775000,1497000,58215,Vikram Sharma Distributors;Priya Gupta Suppliers;Priya Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0293,COMP-0034,Karnataka,Bangalore,1,680000,582500,69180,Neha Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0294,COMP-0034,Karnataka,Mysore,2,1308500,484500,13534,Priya Sharma Suppliers;Amit Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0295,COMP-0034,Tamil Nadu,Chennai,1,732000,0,14502,Priya Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0296,COMP-0034,Tamil Nadu,Coimbatore,5,1307000,1799700,9684,Priya Kumar Traders;Vikram Patel Suppliers;Vikram Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0297,COMP-0035,Maharashtra,Mumbai,2,0,1364000,57979,Priya Kumar Traders;Neha Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0298,COMP-0035,Maharashtra,Pune,5,3061500,952800,13974,Neha Patel Suppliers;Priya Patel Traders;Priya Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0299,COMP-0035,Maharashtra,Nagpur,1,1187000,741300,75200,Priya Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0300,COMP-0035,Gujarat,Ahmedabad,1,666000,0,92207,Neha Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0301,COMP-0035,Gujarat,Surat,2,1624500,0,99469,Rajesh Gupta Distributors;Neha Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0302,COMP-0035,Delhi,Delhi,5,914500,2455000,55459,Amit Singh Traders;Rajesh Kumar Suppliers;Priya Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0303,COMP-0035,Karnataka,Bangalore,1,0,435000,6825,Priya Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0304,COMP-0035,Karnataka,Mysore,1,678200,450500,4785,Priya Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0305,COMP-0035,Tamil Nadu,Chennai,1,0,0,36442,Neha Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0306,COMP-0035,Tamil Nadu,Coimbatore,1,668000,0,80751,Vikram Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0307,COMP-0036,Maharashtra,Mumbai,2,1302300,65000,3096,Priya Gupta Traders;Rajesh Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0308,COMP-0036,Maharashtra,Pune,1,0,500000,22311,Neha Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0309,COMP-0036,Gujarat,Ahmedabad,1,0,59500,12166,Vikram Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0310,COMP-0036,Delhi,Delhi,6,8033900,1353000,35133,Neha Patel Distributors;Rajesh Kumar Distributors;Neha Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0311,COMP-0036,Karnataka,Bangalore,2,347400,1187700,37567,Neha Gupta Suppliers;Amit Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0312,COMP-0036,Karnataka,Mysore,2,4500,430000,38499,Amit Kumar Distributors;Amit Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0313,COMP-0036,Tamil Nadu,Chennai,2,342000,1935500,11289,Neha Sharma Distributors;Amit Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0314,COMP-0037,Maharashtra,Mumbai,2,480000,1207000,46749,Priya Kumar Suppliers;Priya Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0315,COMP-0037,Maharashtra,Pune,1,483600,0,43802,Neha Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0316,COMP-0037,Maharashtra,Nagpur,1,1049500,1038000,77583,Vikram Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0317,COMP-0037,Gujarat,Ahmedabad,4,2781100,3021900,55426,Vikram Kumar Distributors;Rajesh Gupta Traders;Priya Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0318,COMP-0037,Gujarat,Surat,3,1311300,1191500,58686,Amit Patel Suppliers;Neha Gupta Distributors;Vikram Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0319,COMP-0037,Delhi,Delhi,3,931000,1385000,36610,Priya Kumar Distributors;Rajesh Singh Traders;Vikram Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0320,COMP-0037,Karnataka,Bangalore,1,346000,440000,29812,Priya Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0321,COMP-0037,Karnataka,Mysore,1,30000,40500,30456,Neha Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0322,COMP-0037,Tamil Nadu,Chennai,3,479500,1067700,30578,Amit Gupta Traders;Neha Sharma Traders;Neha Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0323,COMP-0037,Tamil Nadu,Coimbatore,3,1176500,1095400,87239,Rajesh Kumar Distributors;Vikram Kumar Traders;Amit Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0324,COMP-0038,Maharashtra,Mumbai,2,0,1171500,86766,Priya Singh Distributors;Neha Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0325,COMP-0038,Maharashtra,Pune,1,0,188000,68024,Neha Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0326,COMP-0038,Maharashtra,Nagpur,2,1667000,0,39719,Priya Sharma Traders;Priya Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0327,COMP-0038,Gujarat,Ahmedabad,4,1575300,926500,86978,Priya Sharma Suppliers;Neha Sharma Distributors;Vikram Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0328,COMP-0038,Gujarat,Surat,1,0,515000,74009,Neha Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0329,COMP-0038,Delhi,Delhi,5,258000,277500,95736,Rajesh Sharma Distributors;Priya Patel Distributors;Rajesh Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0330,COMP-0038,Karnataka,Bangalore,1,0,0,53366,Neha Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0331,COMP-0038,Karnataka,Mysore,6,3757900,1623000,91924,Priya Singh Distributors;Vikram Patel Suppliers;Neha Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0332,COMP-0038,Tamil Nadu,Coimbatore,1,578000,0,44884,Amit Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0333,COMP-0039,Maharashtra,Mumbai,1,0,1972500,49024,Priya Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0334,COMP-0039,Maharashtra,Pune,1,0,0,21202,Amit Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0335,COMP-0039,Maharashtra,Nagpur,2,396500,0,29990,Neha Patel Distributors;Vikram Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0336,COMP-0039,Gujarat,Ahmedabad,4,2274400,1964500,74389,Rajesh Gupta Distributors;Amit Patel Traders;Neha Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0337,COMP-0039,Delhi,Delhi,5,1679400,1443800,14273,Amit Kumar Suppliers;Priya Sharma Distributors;Amit Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0338,COMP-0039,Karnataka,Bangalore,3,9000,0,62920,Rajesh Patel Traders;Rajesh Kumar Distributors;Rajesh Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0339,COMP-0039,Karnataka,Mysore,2,871600,1380600,89090,Rajesh Singh Traders;Amit Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0340,COMP-0040,Maharashtra,Mumbai,1,620500,329500,3475,Vikram Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0341,COMP-0040,Gujarat,Ahmedabad,2,360000,1724300,27671,Amit Singh Distributors;Rajesh Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0342,COMP-0040,Gujarat,Surat,1,130000,0,95275,Neha Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0343,COMP-0040,Delhi,Delhi,7,4349500,2064500,30688,Rajesh Patel Distributors;Priya Patel Traders;Priya Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0344,COMP-0040,Karnataka,Mysore,1,576400,0,47211,Priya Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0345,COMP-0040,Tamil Nadu,Chennai,1,0,600000,31955,Amit Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0346,COMP-0040,Tamil Nadu,Coimbatore,2,610000,1383000,165,Amit Gupta Distributors;Neha Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0347,COMP-0041,Maharashtra,Mumbai,3,2864000,75000,99238,Priya Singh Distributors;Vikram Gupta Suppliers;Rajesh Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0348,COMP-0041,Maharashtra,Pune,3,440000,1542900,7261,Amit Patel Traders;Priya Sharma Distributors;Rajesh Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0349,COMP-0041,Maharashtra,Nagpur,3,0,0,40778,Vikram Gupta Traders;Priya Sharma Distributors;Priya Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0350,COMP-0041,Gujarat,Ahmedabad,1,0,443000,80896,Rajesh Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0351,COMP-0041,Gujarat,Surat,1,1205000,0,91059,Rajesh Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0352,COMP-0041,Delhi,Delhi,1,240000,2700,76764,Amit Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0353,COMP-0041,Karnataka,Bangalore,2,1395000,523000,76494,Amit Kumar Suppliers;Neha Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0354,COMP-0041,Karnataka,Mysore,3,1061800,960500,23607,Vikram Sharma Traders;Rajesh Singh Distributors;Amit Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0355,COMP-0041,Tamil Nadu,Chennai,3,734000,955400,50426,Neha Singh Distributors;Rajesh Kumar Suppliers;Amit Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0356,COMP-0042,Maharashtra,Pune,2,547600,1724000,82117,Priya Singh Suppliers;Priya Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0357,COMP-0042,Maharashtra,Nagpur,1,0,0,52981,Priya Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0358,COMP-0042,Gujarat,Ahmedabad,2,28000,4500,45610,Neha Sharma Traders;Amit Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
